activity_id,datetime_local,date,name,sport,distance_km,duration_s,pace_str,pace_s_per_km,avg_hr,max_hr,avg_cadence_spm,avg_power,avg_gct_ms,avg_vert_osc_mm,avg_vert_ratio,avg_stride_m,vo2max,aerobic_te,anaerobic_te,training_load,rpe,body_battery_delta,calories,elev_gain_m,location,hr_z1_s,hr_z2_s,hr_z3_s,hr_z4_s,hr_z5_s
16609280595,2024-07-28T12:51:00,2024-07-28,Mumbai Running,RUNNING,4.498,1975.0,07:19,439.1,187.0,194.0,156.0,210.0,282.5,8.4,9.69,0.867,38.0,4.199999809265137,0.0,164.5,90.0,-8.0,1257.0059999999999,4200.0,Mumbai,,,,,
16620589734,2024-07-29T18:28:23,2024-07-29,Mumbai Running,RUNNING,7.008,3012.0,07:10,429.8,175.0,191.0,156.0,213.0,284.3,8.7,9.82,0.889,38.0,4.5,0.20000000298023224,209.1,80.0,-9.0,1856.1788599999998,900.0,Mumbai,,,,,
16643278192,2024-08-01T06:10:33,2024-08-01,Mumbai Running,RUNNING,7.007,3003.0,07:09,428.6,176.0,191.0,160.0,214.0,285.8,8.7,9.97,0.87,38.0,4.599999904632568,0.0,211.5,70.0,-15.0,1843.6087999999997,1800.0,Mumbai,,,,,
16660841759,2024-08-03T12:34:01,2024-08-03,Mumbai Running,RUNNING,4.007,1615.0,06:43,403.0,162.0,190.0,158.0,226.0,278.0,8.8,9.54,0.932,38.0,3.5999999046325684,0.0,132.9,60.0,-13.0,993.0347399999999,1300.0,Mumbai,,,,,
16669490687,2024-08-04T12:43:01,2024-08-04,Mumbai Running,RUNNING,5.011,2000.0,06:39,399.2,182.0,194.0,162.0,236.0,277.5,8.8,9.57,0.919,38.0,4.300000190734863,0.20000000298023224,200.4,70.0,-9.0,1311.47626,5000.0,Mumbai,,,,,
16669768047,2024-08-04T13:46:28,2024-08-04,Mumbai Running,RUNNING,1.007,429.0,07:06,426.0,170.0,184.0,160.0,213.0,282.1,8.6,9.83,0.88,38.0,2.200000047683716,0.0,39.5,10.0,-2.0,263.97126,100.0,Mumbai,,,,,
16721784265,2024-08-10T11:37:50,2024-08-10,Treadmill Running,RUNNING,0.148,273.0,30:45,1844.8,112.0,120.0,58.0,41.0,423.9,6.4,8.63,0.784,,0.10000000149011612,0.0,2.0,10.0,-1.0,79.61037999999999,,,,,,,
16729947437,2024-08-11T07:53:52,2024-08-11,Relax and Focus (Short),TRAINING,0.0,334.0,,,81.0,90.0,,,,,,,,0.0,0.0,0.1,,-1.0,,,,,,,,
16731001638,2024-08-11T09:08:20,2024-08-11,Mumbai Running,RUNNING,10.47,4533.0,07:13,433.0,179.0,195.0,158.0,209.0,289.2,8.4,10.19,0.83,38.0,4.300000190734863,0.10000000149011612,195.6,,-16.0,2040.5397399999997,7800.0,Mumbai,,,,,
16752518980,2024-08-13T19:54:22,2024-08-13,Mumbai Running,RUNNING,5.0,2198.0,07:20,439.6,175.0,193.0,154.0,212.0,295.4,8.9,10.19,0.876,38.0,3.799999952316284,0.10000000149011612,148.9,70.0,-6.0,1324.04632,1200.0,Mumbai,,,,,
16757024518,2024-08-14T07:45:45,2024-08-14,Relax and Focus (Short),TRAINING,0.0,334.0,,,85.0,96.0,,,,,,,,0.0,0.0,0.1,,0.0,,,,,,,,
16765905438,2024-08-15T07:36:20,2024-08-15,Relax and Focus (Short),TRAINING,0.0,223.0,,,82.0,91.0,,,,,,,,0.0,0.0,0.0,,-1.0,,,,,,,,
16771424192,2024-08-15T21:01:24,2024-08-15,Mumbai Running,RUNNING,5.004,2146.0,07:09,428.9,179.0,190.0,160.0,220.0,288.3,8.8,9.99,0.882,38.0,3.799999952316284,0.30000001192092896,166.6,60.0,-5.0,1344.99642,1300.0,Mumbai,,,,,
16783191244,2024-08-17T07:41:57,2024-08-17,Strength,FITNESS_EQUIPMENT,0.0,1783.0,,,124.0,160.0,,,,,,,,1.2000000476837158,0.0,16.1,,-4.0,590.7928199999999,,,,,,,
16804768620,2024-08-19T19:56:14,2024-08-19,Mumbai Running,RUNNING,5.237,2301.0,07:19,439.4,178.0,188.0,158.0,210.0,289.8,8.6,10.12,0.855,38.0,3.5,0.0,126.3,70.0,-7.0,1365.94652,400.0,Mumbai,,,,,
16802229147,2024-08-19T14:56:06,2024-08-19,Relax and Focus (Short),TRAINING,0.0,336.0,,,80.0,92.0,,,,,,,,0.0,0.0,0.1,,-1.0,,,,,,,,
16809055631,2024-08-20T07:22:40,2024-08-20,Relax and Focus (Short),TRAINING,0.0,334.0,,,91.0,101.0,,,,,,,,0.0,0.0,0.7,,-2.0,,,,,,,,
16836376763,2024-08-23T07:20:33,2024-08-23,Strength,TRAINING,0.0,2111.0,,,136.0,175.0,,,,,,,,2.200000047683716,0.800000011920929,47.6,,-5.0,812.8638799999999,,,,,,,
16852865569,2024-08-25T06:40:29,2024-08-25,Relax and Focus (Short),TRAINING,0.0,247.0,,,79.0,94.0,,,,,,,,0.0,0.0,,,-1.0,,,,,,,,
16853203812,2024-08-25T07:16:15,2024-08-25,Mumbai Running,RUNNING,10.004,4684.0,07:48,468.2,175.0,194.0,158.0,203.0,294.2,8.3,10.44,0.802,38.0,4.099999904632568,0.4000000059604645,174.9,80.0,-16.0,2572.67228,2100.0,Mumbai,,,,,
16914637301,2024-09-01T06:29:07,2024-09-01,Satara Running,RUNNING,21.457,9564.0,07:26,445.7,187.0,201.0,156.0,214.0,282.3,8.2,9.76,0.851,38.0,5.0,1.899999976158142,563.2,100.0,-21.0,6100.66912,45400.0,Satara,,,,,
16923345847,2024-09-02T06:22:46,2024-09-02,Relax and Focus (Short),TRAINING,0.0,334.0,,,84.0,98.0,,,,,,,,0.0,0.0,0.1,,0.0,,,,,,,,
16932216246,2024-09-03T06:46:41,2024-09-03,Mumbai Running,RUNNING,2.501,1977.0,13:11,790.6,116.0,125.0,102.0,84.0,,5.8,7.68,0.769,,1.0,0.0,11.4,10.0,-4.0,594.9828399999999,300.0,Mumbai,,,,,
16985823135,2024-09-09T06:51:15,2024-09-09,Mumbai Running,RUNNING,5.007,2065.0,06:52,412.4,182.0,192.0,162.0,223.0,280.6,8.7,9.72,0.895,39.0,4.5,1.2999999523162842,205.2,60.0,-10.0,1328.23634,900.0,Mumbai,,,,,
17012001733,2024-09-12T06:51:01,2024-09-12,Mumbai Running,RUNNING,5.041,2308.0,07:38,457.9,171.0,190.0,160.0,214.0,284.0,8.4,10.04,0.842,39.0,3.799999952316284,0.10000000149011612,136.8,60.0,-11.0,1378.51658,1000.0,Mumbai,,,,,
17020258336,2024-09-13T06:48:52,2024-09-13,Mumbai Running,RUNNING,4.012,1733.0,07:12,432.0,173.0,190.0,160.0,220.0,283.2,8.6,9.91,0.869,40.0,3.5999999046325684,0.4000000059604645,118.6,80.0,-9.0,1068.4551,500.0,Mumbai,,,,,
17028104905,2024-09-14T07:55:19,2024-09-14,Mumbai Running,RUNNING,9.004,3820.0,07:04,424.3,182.0,193.0,158.0,219.0,282.7,8.6,9.79,0.881,40.0,4.900000095367432,0.0,240.5,80.0,-20.0,2476.3018199999997,1500.0,Mumbai,,,,,
17045510481,2024-09-16T08:42:36,2024-09-16,Relax and Focus (Short),TRAINING,0.0,348.0,,,82.0,95.0,,,,,,,,0.0,0.0,,,-1.0,,,,,,,,
17062786561,2024-09-18T06:27:40,2024-09-18,Mumbai Running,RUNNING,6.002,2472.0,06:52,411.8,176.0,192.0,162.0,222.0,280.1,8.7,9.75,0.893,40.0,4.199999809265137,0.0,181.6,70.0,-12.0,1600.58764,1100.0,Mumbai,,,,,
17080419863,2024-09-20T06:54:16,2024-09-20,Relax and Focus (Short),TRAINING,0.0,340.0,,,86.0,110.0,,,,,,,,0.0,0.0,0.4,,0.0,,,,,,,,
17097296801,2024-09-22T06:51:50,2024-09-22,Mumbai Running,RUNNING,10.412,5579.0,08:56,535.8,157.0,185.0,134.0,158.0,291.7,7.7,10.0,0.824,40.0,3.700000047683716,0.10000000149011612,134.0,80.0,-17.0,2710.94294,700.0,Mumbai,,,,,
17106083518,2024-09-23T06:54:44,2024-09-23,Relax and Focus (Short),TRAINING,0.0,334.0,,,81.0,95.0,,,,,,,,0.0,0.0,0.2,,,,,,,,,,
17131868911,2024-09-26T07:06:44,2024-09-26,Mumbai Running,RUNNING,3.43,2468.0,12:00,719.5,113.0,127.0,110.0,96.0,455.0,5.9,7.54,0.799,,1.399999976158142,0.0,16.4,20.0,-6.0,821.2439199999999,500.0,Mumbai,,,,,
17139561591,2024-09-27T06:41:38,2024-09-27,Mumbai Running,RUNNING,4.998,2209.0,07:22,442.0,176.0,186.0,160.0,211.0,287.2,8.5,10.06,0.848,40.0,3.5,0.20000000298023224,116.3,70.0,-8.0,1336.61638,800.0,Mumbai,,,,,
17155287053,2024-09-29T06:18:57,2024-09-29,Mumbai Running,RUNNING,10.3,7247.0,11:44,703.6,122.0,160.0,112.0,100.0,306.2,6.3,8.8,0.731,40.0,2.4000000953674316,0.10000000149011612,46.2,10.0,-10.0,2358.98126,800.0,Mumbai,,,,,
17197222654,2024-10-04T06:21:15,2024-10-04,Mumbai Running,RUNNING,9.004,4246.0,07:52,471.6,179.0,193.0,158.0,194.0,288.7,8.2,10.26,0.798,40.0,3.700000047683716,0.0,125.1,80.0,-19.0,2392.5014199999996,1200.0,Mumbai,,,,,
17222127978,2024-10-07T06:35:26,2024-10-07,Mumbai Running,RUNNING,5.011,2169.0,07:13,432.9,173.0,187.0,160.0,216.0,285.8,8.6,9.99,0.865,40.0,3.700000047683716,0.0,127.3,70.0,-10.0,1340.8064,400.0,Mumbai,,,,,
17238646343,2024-10-09T06:24:13,2024-10-09,Mumbai Running,RUNNING,5.016,2125.0,07:04,423.6,182.0,194.0,160.0,215.0,284.5,8.7,9.94,0.873,40.0,4.0,0.0,153.7,70.0,-10.0,1378.51658,300.0,Mumbai,,,,,
17246838451,2024-10-10T06:28:06,2024-10-10,Mumbai Running,RUNNING,3.007,2294.0,12:43,763.1,118.0,147.0,108.0,88.0,,5.8,8.22,0.709,,1.100000023841858,0.0,11.9,10.0,-3.0,691.3533,1100.0,Mumbai,,,,,
17262658108,2024-10-12T07:45:07,2024-10-12,Mumbai Running,RUNNING,10.007,4324.0,07:12,432.1,187.0,196.0,158.0,213.0,281.4,8.6,9.78,0.886,40.0,5.0,1.0,263.1,80.0,-24.0,2790.5533199999995,1700.0,Mumbai,,,,,
17270699349,2024-10-13T06:08:58,2024-10-13,Mumbai Running,RUNNING,12.01,5218.0,07:14,434.4,177.0,194.0,158.0,210.0,285.2,8.5,9.87,0.86,40.0,4.900000095367432,0.0,225.5,80.0,-16.0,3192.79524,2800.0,Mumbai,,,,,
17287375174,2024-10-15T06:51:14,2024-10-15,Mumbai Running,RUNNING,5.011,2505.0,08:20,499.9,167.0,177.0,160.0,191.0,295.8,8.1,10.63,0.767,40.0,2.799999952316284,0.0,61.4,50.0,-9.0,1294.71618,800.0,Mumbai,,,,,
17323302984,2024-10-19T18:21:37,2024-10-19,Relax and Focus (Short),TRAINING,0.0,273.0,,,89.0,101.0,,,,,,,,0.0,0.0,0.2,,-1.0,,,,,,,,
17327885624,2024-10-20T05:12:52,2024-10-20,New Delhi Running,RUNNING,21.282,8259.0,06:28,388.1,183.0,193.0,164.0,235.0,275.7,8.9,9.48,0.94,40.0,5.0,0.0,484.9,90.0,-26.0,5560.15654,1200.0,New Delhi,,,,,
17362018524,2024-10-24T06:35:16,2024-10-24,Mumbai Running,RUNNING,2.261,1851.0,13:39,818.6,105.0,115.0,102.0,80.0,,5.8,7.95,0.74,,0.5,0.0,6.0,10.0,-2.0,523.7524999999999,100.0,Mumbai,,,,,
17377649450,2024-10-26T06:42:17,2024-10-26,Mumbai Running,RUNNING,10.003,4573.0,07:37,457.2,173.0,184.0,160.0,201.0,290.6,8.4,10.29,0.815,40.0,3.9000000953674316,0.0,147.3,70.0,-15.0,2639.7126,1500.0,Mumbai,,,,,
17385796935,2024-10-27T06:01:13,2024-10-27,Mumbai Running,RUNNING,13.004,5524.0,07:05,424.8,174.0,189.0,160.0,216.0,283.4,8.6,9.87,0.875,40.0,5.0,0.0,256.0,90.0,-21.0,3444.1964399999997,4100.0,Mumbai,,,,,
17403234620,2024-10-29T06:29:02,2024-10-29,Mumbai Running,RUNNING,9.915,4809.0,08:05,485.0,172.0,185.0,152.0,185.0,287.6,8.0,9.97,0.815,40.0,3.799999952316284,0.0,149.2,80.0,-15.0,2627.14254,2700.0,Mumbai,,,,,
17420011300,2024-10-31T06:03:13,2024-10-31,Mumbai Running,RUNNING,11.663,5301.0,07:34,454.5,181.0,196.0,154.0,200.0,287.8,8.4,9.9,0.854,40.0,4.699999809265137,0.0,237.5,80.0,-21.0,3192.79524,3100.0,Mumbai,,,,,
17438908177,2024-11-02T18:04:33,2024-11-02,Mumbai Running,RUNNING,3.513,1615.0,07:40,459.8,162.0,177.0,154.0,214.0,295.3,8.9,10.11,0.884,40.0,3.0999999046325684,0.10000000149011612,82.9,10.0,-8.0,951.1345399999999,500.0,Mumbai,,,,,
17443960704,2024-11-03T08:18:33,2024-11-03,Mumbai Running,RUNNING,17.003,7641.0,07:29,449.4,175.0,190.0,156.0,205.0,285.5,8.3,9.89,0.848,40.0,5.0,0.10000000149011612,298.1,100.0,-25.0,4533.60164,7400.0,Mumbai,,,,,
17477053877,2024-11-07T06:22:36,2024-11-07,Mumbai Running,RUNNING,12.004,4902.0,06:48,408.4,175.0,184.0,162.0,226.0,280.6,8.8,9.74,0.901,40.0,4.900000095367432,1.2999999523162842,286.2,80.0,-22.0,3163.4651,1600.0,Mumbai,,,,,
17489410398,2024-11-08T21:30:15,2024-11-08,Mumbai Running,RUNNING,6.064,2866.0,07:53,472.6,167.0,178.0,152.0,198.0,290.7,8.4,10.06,0.851,40.0,3.200000047683716,0.699999988079071,109.6,80.0,-5.0,1621.5377399999998,2000.0,Mumbai,,,,,
17492517637,2024-11-09T08:32:22,2024-11-09,Mumbai - 2K W/U + 800x10 + 2K CD,RUNNING,13.39,6699.0,08:20,500.3,162.0,195.0,128.0,169.0,262.5,7.6,8.51,0.958,40.0,4.599999904632568,3.5,363.6,80.0,-20.0,3519.6168,2200.0,Mumbai,,,,,
17508523296,2024-11-11T06:44:08,2024-11-11,Mumbai Running,RUNNING,3.166,2443.0,12:52,771.6,112.0,138.0,108.0,87.0,,5.8,8.17,0.711,,0.8999999761581421,0.0,11.6,10.0,-4.0,716.4934199999999,1200.0,Mumbai,,,,,
17516640572,2024-11-12T07:12:38,2024-11-12,Mumbai Running,RUNNING,5.423,2167.0,06:40,399.6,171.0,182.0,164.0,229.0,277.7,8.8,9.59,0.916,40.0,3.799999952316284,0.0,154.9,60.0,-8.0,1412.0367399999998,800.0,Mumbai,,,,,
17516640360,2024-11-12T06:13:32,2024-11-12,Mumbai Running,RUNNING,6.636,2786.0,07:00,419.8,171.0,181.0,162.0,219.0,281.5,8.6,9.84,0.873,40.0,3.700000047683716,0.0,148.9,60.0,-13.0,1751.4283599999999,1200.0,Mumbai,,,,,
17532823057,2024-11-14T06:20:35,2024-11-14,Mumbai Running,RUNNING,10.004,4532.0,07:33,453.0,167.0,176.0,162.0,204.0,286.2,8.2,10.18,0.811,40.0,3.5,0.0,129.4,50.0,-19.0,2581.05232,1600.0,Mumbai,,,,,
17547741388,2024-11-16T07:08:12,2024-11-16,Mumbai - 2K W/U + 800x10 + 2K CD,RUNNING,7.867,3393.0,07:11,431.2,173.0,197.0,142.0,202.0,263.7,8.1,8.89,1.005,40.0,4.0,3.200000047683716,287.3,90.0,-18.0,2090.8199799999998,1200.0,Mumbai,,,,,
17547741685,2024-11-16T08:05:25,2024-11-16,Mumbai Running,RUNNING,2.738,1423.0,08:40,519.7,166.0,180.0,146.0,168.0,283.9,7.4,9.54,0.788,40.0,2.4000000953674316,0.10000000149011612,51.8,30.0,-3.0,745.8235599999999,400.0,Mumbai,,,,,
17555575667,2024-11-17T05:40:34,2024-11-17,Mumbai Running,RUNNING,18.005,7855.0,07:16,436.3,168.0,187.0,160.0,203.0,283.8,8.5,10.01,0.852,41.0,4.900000095367432,0.0,283.3,80.0,-26.0,4479.13138,6600.0,Mumbai,,,,,
17571313225,2024-11-19T06:21:58,2024-11-19,Mumbai Running,RUNNING,12.005,5292.0,07:21,440.8,168.0,182.0,160.0,200.0,286.3,8.5,10.14,0.844,41.0,4.0,0.10000000149011612,191.3,70.0,-22.0,2987.4842599999997,1200.0,Mumbai,,,,,
17594069042,2024-11-22T06:38:04,2024-11-22,Mumbai Running,RUNNING,8.023,3510.0,07:17,437.5,162.0,176.0,160.0,202.0,287.8,8.6,10.13,0.853,41.0,3.5999999046325684,0.0,148.5,60.0,-15.0,2015.39962,800.0,Mumbai,,,,,
17646210772,2024-11-29T06:29:26,2024-11-29,Bengaluru Running,RUNNING,8.33,4027.0,08:03,483.4,159.0,177.0,148.0,182.0,288.7,8.3,10.16,0.833,42.0,3.5999999046325684,0.0,135.3,40.0,-10.0,2136.9102,4000.0,Bengaluru,,,,,
17660320856,2024-12-01T06:02:20,2024-12-01,Mumbai Running,RUNNING,16.005,7056.0,07:21,440.9,164.0,186.0,160.0,201.0,286.4,8.5,10.15,0.839,42.0,4.400000095367432,0.0,218.4,80.0,-22.0,4009.84914,7300.0,Mumbai,,,,,
17711834907,2024-12-08T05:18:07,2024-12-08,Mumbai Running,RUNNING,21.011,7969.0,06:19,379.3,188.0,198.0,166.0,234.0,272.3,8.9,9.42,0.948,42.0,5.0,0.0,549.3,90.0,-31.0,5505.68628,11300.0,Mumbai,0.0,0.0,0.0,0.0,0.0
17741590012,2024-12-12T08:10:16,2024-12-12,Ujjain Running,RUNNING,1.543,1604.0,17:20,1039.8,86.0,120.0,68.0,50.0,,5.7,8.14,0.713,,0.4000000059604645,0.0,4.9,10.0,-3.0,385.48184,700.0,Ujjain,0.0,0.0,0.0,0.0,0.0
17757205934,2024-12-14T15:34:51,2024-12-14,Relax and Focus (Short),TRAINING,0.0,339.0,,,88.0,103.0,,,,,,,,0.0,0.0,0.3,,-1.0,,,,0.0,0.0,0.0,0.0,0.0
17762260128,2024-12-15T05:42:19,2024-12-15,Kolkata Running,RUNNING,26.447,10593.0,06:41,400.5,172.0,196.0,164.0,217.0,271.7,8.5,9.43,0.909,42.0,5.0,0.10000000149011612,486.8,100.0,-21.0,6670.511839999999,2300.0,Kolkata,0.0,0.0,0.0,0.0,0.0
17784041099,2024-12-18T06:50:54,2024-12-18,Mumbai Running,RUNNING,0.577,256.0,07:24,443.7,134.0,144.0,158.0,198.0,286.5,8.7,10.09,0.864,,0.699999988079071,0.0,8.2,10.0,-1.0,121.51057999999999,,Mumbai,0.0,0.0,0.0,0.0,0.0
17811613486,2024-12-22T05:00:20,2024-12-22,Mumbai Running,RUNNING,25.244,14047.0,09:16,556.5,148.0,180.0,138.0,147.0,291.0,7.4,9.82,0.766,43.0,4.300000190734863,0.0,182.4,50.0,-16.0,6054.5788999999995,7800.0,Mumbai,0.0,0.0,0.0,0.0,0.0
17861530482,2024-12-29T09:05:39,2024-12-29,Mumbai Running,RUNNING,2.405,1072.0,07:26,445.8,169.0,185.0,160.0,200.0,287.6,8.6,10.18,0.842,43.0,2.700000047683716,0.0,53.9,10.0,-4.0,628.5029999999999,,Mumbai,0.0,0.0,0.0,0.0,0.0
17861576455,2024-12-29T09:24:17,2024-12-29,Mumbai Running,RUNNING,2.385,1370.0,09:34,574.2,148.0,195.0,130.0,134.0,287.6,7.0,8.91,0.778,42.0,2.299999952316284,0.0,34.4,10.0,-4.0,582.41278,,Mumbai,0.0,0.0,0.0,0.0,0.0
17888728581,2025-01-01T19:01:36,2025-01-01,Mumbai Running,RUNNING,5.012,2148.0,07:09,428.5,172.0,199.0,156.0,211.0,287.3,8.9,9.99,0.902,43.0,3.5999999046325684,2.0,139.9,30.0,-7.0,1311.47626,1000.0,Mumbai,0.0,0.0,0.0,0.0,0.0
17901373232,2025-01-03T06:40:23,2025-01-03,Mumbai - Benchmark Run,RUNNING,1.383,548.0,06:37,396.5,159.0,186.0,148.0,210.0,265.1,8.6,8.76,0.991,43.0,2.4000000953674316,0.6000000238418579,50.2,40.0,-3.0,347.77166,,Mumbai,21001.0,24000.0,87371.0,372336.0,28999.0
17901428290,2025-01-03T06:54:58,2025-01-03,Mumbai - Benchmark Run,RUNNING,1.45,544.0,06:15,375.2,168.0,198.0,152.0,224.0,256.1,8.6,8.42,1.02,43.0,2.4000000953674316,0.699999988079071,51.0,40.0,-2.0,351.96167999999994,,Mumbai,16000.0,35002.0,120632.0,315558.0,39000.0
17910320257,2025-01-04T10:33:45,2025-01-04,Mumbai - Hill Repeats,RUNNING,3.538,1709.0,08:03,483.0,162.0,188.0,142.0,169.0,292.0,7.6,9.07,0.847,43.0,2.9000000953674316,0.5,71.7,30.0,-4.0,951.1345399999999,1700.0,Mumbai,24366.0,217050.0,501149.0,874733.0,75991.0
17919229911,2025-01-05T11:25:25,2025-01-05,Mumbai - Speed Repeats,RUNNING,6.094,2747.0,07:31,450.7,170.0,199.0,134.0,179.0,260.5,7.8,8.33,0.97,43.0,4.199999809265137,3.5,252.7,50.0,-15.0,1608.9676799999997,1400.0,Mumbai,16556.0,232223.0,811597.0,786737.0,891976.0
17965792302,2025-01-10T20:01:24,2025-01-10,Mumbai - Goal Pace Repeats,RUNNING,8.947,4200.0,07:49,469.4,164.0,205.0,130.0,165.0,251.7,7.3,8.0,0.979,43.0,4.599999904632568,3.9000000953674316,341.3,70.0,-15.0,2237.47068,800.0,Mumbai,99620.0,1093947.0,928255.0,602545.0,1455961.0
17978659999,2025-01-12T09:32:44,2025-01-12,Mumbai - Hill Repeats,RUNNING,3.146,1517.0,08:02,482.2,161.0,190.0,138.0,169.0,268.4,7.5,8.97,0.886,43.0,3.0,1.7000000476837158,82.9,30.0,-6.0,884.09422,1200.0,Mumbai,33990.0,30029.0,702974.0,704587.0,15991.0
18093617113,2025-01-25T08:09:39,2025-01-25,Mumbai Running,RUNNING,7.506,3374.0,07:29,449.5,180.0,199.0,156.0,193.0,280.9,8.3,9.83,0.858,43.0,4.199999809265137,0.800000011920929,168.3,40.0,-18.0,2095.0099999999998,1200.0,Mumbai,12000.0,40000.0,471001.0,557006.0,2232243.0
18102508970,2025-01-26T07:25:44,2025-01-26,Mumbai - Speed Repeats,RUNNING,9.368,4606.0,08:12,491.6,168.0,200.0,118.0,156.0,251.4,7.8,8.25,0.993,43.0,4.699999809265137,3.9000000953674316,347.1,50.0,-16.0,2639.7126,600.0,Mumbai,18000.0,551455.0,1512287.0,763430.0,1722974.0
18138246778,2025-01-30T07:07:57,2025-01-30,Mumbai - Hill Repeats,RUNNING,2.887,1570.0,09:04,543.9,150.0,193.0,114.0,127.0,251.4,6.7,8.04,0.862,,2.9000000953674316,1.7000000476837158,84.6,10.0,-7.0,787.72376,800.0,Mumbai,167261.0,243413.0,298152.0,576864.0,112257.0
18155468419,2025-02-01T08:12:04,2025-02-01,Mumbai - Speed Repeats,RUNNING,8.914,4060.0,07:35,455.5,172.0,202.0,132.0,174.0,257.7,7.7,8.35,0.975,43.0,5.0,4.199999809265137,408.1,80.0,-27.0,2522.3920399999997,2900.0,Mumbai,23000.0,216320.0,1278029.0,793422.0,1719959.0
18168800798,2025-02-02T17:19:00,2025-02-02,Mumbai - Long Easy Run,RUNNING,15.576,7034.0,07:32,451.6,174.0,191.0,154.0,196.0,281.6,8.3,9.79,0.869,43.0,5.0,0.699999988079071,281.6,50.0,-29.0,4198.4000399999995,3400.0,Mumbai,11001.0,258457.0,776896.0,3630245.0,2336981.0
