date,sleep_total_min,sleep_deep_min,sleep_light_min,sleep_rem_min,sleep_awake_min,sleep_score,sleep_quality_score,sleep_recovery_score,resp_avg,sleep_stress_avg,restless_moments,hrv_overnight_ms,hrv_status,hrv_weekly_avg,overnight_hr,rhr,spo2_status,vo2max_running,vo2max_fitnessage,bio_age,bmi,acute_load,chronic_load,acwr,acwr_status,training_status,fitness_trend,readiness_score,readiness_level,recovery_time_hr,pred_5k_s,pred_10k_s,pred_half_s,pred_marathon_s
2024-09-29,318.0,63.0,245.0,10.0,1.0,55.0,72.0,62.0,12.0,24.0,32.0,,,44.0,,,,40.0,,,,243.0,360.0,0.6,LOW,RECOVERY,INCREASING,59.0,MODERATE,73.0,1765.0,3731.0,8639.0,19711.0
2024-09-30,492.0,91.0,303.0,98.0,15.0,78.0,75.0,58.0,12.0,25.9,43.0,,,42.0,,60.0,,,50.6,18.6,21.8,203.0,344.0,0.5,LOW,RECOVERY,INCREASING,64.0,MODERATE,1.0,1765.0,3731.0,8642.0,19720.0
2024-10-01,450.0,49.0,332.0,69.0,15.0,75.0,71.0,63.0,13.0,23.5,45.0,,,42.0,,60.0,,,50.6,18.6,21.8,163.0,327.0,0.4,LOW,RECOVERY,INCREASING,72.0,MODERATE,1.0,1766.0,3734.0,8651.0,19743.0
2024-10-02,598.0,77.0,395.0,126.0,4.0,90.0,87.0,89.0,12.0,12.8,58.0,,,43.0,,60.0,,,50.6,18.6,21.8,124.0,311.0,0.3,LOW,PEAKING,INCREASING,97.0,PRIME,1.0,1774.0,3743.0,8681.0,19815.0
2024-10-03,334.0,59.0,214.0,61.0,9.0,68.0,78.0,68.0,12.0,21.2,42.0,,,44.0,,60.0,,,50.6,18.6,21.8,101.0,292.0,0.3,LOW,PEAKING,INCREASING,82.0,HIGH,1.0,1781.0,3752.0,8711.0,19886.0
2024-10-04,413.0,73.0,268.0,72.0,21.0,76.0,76.0,67.0,13.0,21.4,47.0,,,45.0,,60.0,,40.0,50.6,18.6,21.8,237.0,302.0,0.7,LOW,RECOVERY,NO_CHANGE,91.0,HIGH,1.0,1780.0,3750.0,8710.0,19900.0
2024-10-05,460.0,92.0,271.0,97.0,2.0,82.0,83.0,64.0,13.0,23.1,48.0,,,44.0,,60.0,,,50.6,18.6,21.8,198.0,284.0,0.6,LOW,RECOVERY,NO_CHANGE,65.0,MODERATE,798.0,1787.0,3758.0,8735.0,19962.0
2024-10-06,,,,,,,,,,,,,,44.0,,,,,,,,160.0,266.0,0.6,LOW,RECOVERY,NO_CHANGE,82.0,HIGH,1.0,1791.0,3764.0,8756.0,20012.0
2024-10-07,413.0,63.0,316.0,34.0,11.0,70.0,72.0,70.0,12.0,20.1,46.0,,,46.0,,59.0,,40.0,50.7,18.4,21.8,285.0,284.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,76.0,HIGH,1.0,1770.0,3740.0,8670.0,19792.0
2024-10-08,,,,,,,,,,,,,,47.0,,59.0,,,50.7,18.4,21.8,247.0,272.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,75.0,HIGH,327.0,1774.0,3747.0,8691.0,19844.0
2024-10-09,404.0,64.0,278.0,62.0,1.0,75.0,79.0,67.0,13.0,21.4,39.0,,,45.0,,59.0,,40.0,50.7,18.4,21.8,405.0,295.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,67.0,MODERATE,1.0,1761.0,3732.0,8648.0,19751.0
2024-10-10,420.0,79.0,273.0,68.0,0.0,76.0,80.0,62.0,13.0,23.8,41.0,,,42.0,,59.0,,,50.7,18.4,21.8,368.0,286.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,54.0,MODERATE,788.0,1744.0,3719.0,8623.0,19711.0
2024-10-11,514.0,70.0,323.0,121.0,0.0,86.0,84.0,70.0,12.0,20.0,45.0,,,43.0,,59.0,,,50.1,19.1,21.8,315.0,275.0,1.1,OPTIMAL,MAINTAINING,NO_CHANGE,76.0,HIGH,1.0,1744.0,3721.0,8628.0,19726.0
2024-10-12,444.0,34.0,322.0,88.0,5.0,81.0,82.0,84.0,12.0,13.9,51.0,,,45.0,,59.0,,40.0,50.1,19.1,21.8,597.0,324.0,1.8,HIGH,PRODUCTIVE,NO_CHANGE,78.0,HIGH,1.0,1739.0,3713.0,8603.0,19657.0
2024-10-13,306.0,63.0,216.0,27.0,7.0,54.0,69.0,39.0,11.0,33.9,26.0,,,44.0,,59.0,,40.0,50.7,18.4,21.8,797.0,366.0,2.1,VERY_HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,4568.0,1731.0,3702.0,8563.0,19590.0
2024-10-14,342.0,60.0,251.0,31.0,0.0,67.0,80.0,77.0,12.0,16.5,35.0,,,43.0,,59.0,,,51.6,18.0,21.8,682.0,360.0,1.8,HIGH,OVERREACHING,NO_CHANGE,1.0,POOR,4214.0,1731.0,3705.0,8576.0,19604.0
2024-10-15,445.0,76.0,318.0,51.0,6.0,79.0,80.0,72.0,13.0,19.1,43.0,,,43.0,,59.0,,40.0,51.6,18.0,21.8,660.0,367.0,1.8,HIGH,PRODUCTIVE,NO_CHANGE,4.0,POOR,2838.0,1736.0,3714.0,8601.0,19641.0
2024-10-16,408.0,84.0,252.0,72.0,20.0,75.0,78.0,68.0,13.0,21.0,32.0,,,43.0,,,,,,,,553.0,360.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,41.0,LOW,1414.0,1735.0,3715.0,8611.0,19646.0
2024-10-17,328.0,66.0,196.0,66.0,0.0,68.0,84.0,68.0,13.0,20.8,31.0,,,45.0,,59.0,,,51.6,18.0,21.8,446.0,354.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,50.0,MODERATE,51.0,1735.0,3718.0,8621.0,19652.0
2024-10-18,493.0,82.0,314.0,97.0,12.0,82.0,77.0,66.0,12.0,22.1,48.0,,,43.0,,60.0,,,51.4,18.0,21.8,355.0,346.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,74.0,MODERATE,1.0,1734.0,3720.0,8631.0,19658.0
2024-10-19,484.0,76.0,348.0,60.0,2.0,87.0,86.0,90.0,13.0,12.4,39.0,,,44.0,,,,,,,,264.0,341.0,0.7,LOW,MAINTAINING,NO_CHANGE,83.0,HIGH,1.0,1733.0,3722.0,8641.0,19663.0
2024-10-20,291.0,68.0,210.0,13.0,7.0,53.0,73.0,64.0,13.0,23.0,29.0,,,44.0,,60.0,,40.0,51.4,18.0,21.8,809.0,446.0,1.8,HIGH,PRODUCTIVE,NO_CHANGE,50.0,MODERATE,102.0,1701.0,3671.0,8096.0,18589.0
2024-10-21,375.0,37.0,279.0,59.0,26.0,68.0,70.0,60.0,11.0,24.9,35.0,,,41.0,,60.0,,,51.4,18.0,21.8,678.0,444.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,1.0,POOR,4345.0,1701.0,3672.0,8096.0,18591.0
2024-10-22,375.0,56.0,278.0,41.0,0.0,71.0,78.0,69.0,13.0,20.4,34.0,,,41.0,,60.0,,,51.4,18.0,21.8,546.0,442.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,1.0,POOR,3130.0,1701.0,3672.0,8096.0,18594.0
2024-10-23,346.0,69.0,214.0,63.0,1.0,72.0,86.0,77.0,12.0,16.4,37.0,,,42.0,,60.0,,,51.4,18.0,21.8,448.0,434.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,38.0,LOW,1843.0,1701.0,3672.0,8096.0,18598.0
2024-10-24,364.0,98.0,207.0,59.0,0.0,62.0,73.0,40.0,12.0,33.2,34.0,,,41.0,,,,,,,,386.0,425.0,0.9,OPTIMAL,MAINTAINING,NO_CHANGE,35.0,LOW,505.0,1684.0,3659.0,8096.0,18580.0
2024-10-25,455.0,56.0,322.0,77.0,21.0,67.0,66.0,43.0,13.0,32.0,46.0,,,39.0,,60.0,,,50.6,18.6,21.8,316.0,414.0,0.7,LOW,MAINTAINING,NO_CHANGE,46.0,LOW,1.0,1684.0,3660.0,8096.0,18584.0
2024-10-26,432.0,69.0,246.0,117.0,0.0,78.0,83.0,64.0,12.0,22.8,41.0,,,37.0,,60.0,,40.0,50.6,18.6,21.8,441.0,436.0,1.0,OPTIMAL,STRAINED,NO_CHANGE,52.0,MODERATE,1.0,1692.0,3671.0,8096.0,18653.0
2024-10-27,328.0,49.0,224.0,55.0,7.0,68.0,80.0,79.0,12.0,15.4,35.0,,,37.0,,60.0,,40.0,50.6,18.6,21.8,685.0,484.0,1.4,OPTIMAL,STRAINED,NO_CHANGE,34.0,LOW,1241.0,1681.0,3645.0,8096.0,18522.0
2024-10-28,,,,,,,,,,,,,,38.0,,,,,,,,571.0,478.0,1.1,OPTIMAL,PRODUCTIVE,NO_CHANGE,1.0,POOR,3339.0,1682.0,3646.0,8096.0,18528.0
2024-10-29,426.0,57.0,297.0,72.0,0.0,75.0,76.0,62.0,12.0,23.9,53.0,,,39.0,,60.0,,40.0,50.6,18.6,21.8,647.0,506.0,1.2,OPTIMAL,MAINTAINING,NO_CHANGE,30.0,LOW,1927.0,1688.0,3658.0,8096.0,18556.0
2024-10-30,374.0,68.0,247.0,59.0,2.0,76.0,86.0,83.0,13.0,14.2,41.0,,,38.0,,60.0,,,50.6,18.6,21.8,514.0,501.0,1.0,OPTIMAL,MAINTAINING,NO_CHANGE,41.0,LOW,1233.0,1688.0,3658.0,8096.0,18559.0
2024-10-31,379.0,71.0,248.0,60.0,1.0,75.0,82.0,72.0,13.0,19.1,43.0,,,39.0,,61.0,,40.0,50.4,18.8,21.8,746.0,540.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,61.0,MODERATE,1.0,1687.0,3653.0,8096.0,18541.0
2024-11-01,476.0,71.0,291.0,114.0,18.0,79.0,76.0,62.0,11.0,24.0,51.0,,,41.0,,61.0,,,51.3,18.0,21.8,644.0,527.0,1.2,OPTIMAL,PRODUCTIVE,NO_CHANGE,29.0,LOW,2307.0,1686.0,3652.0,8096.0,18540.0
2024-11-02,,,,,,,,,,,,,,43.0,,61.0,,40.0,51.3,18.0,21.8,649.0,534.0,1.2,OPTIMAL,MAINTAINING,NO_CHANGE,63.0,MODERATE,926.0,1687.0,3648.0,8096.0,18502.0
2024-11-03,371.0,58.0,274.0,39.0,3.0,71.0,78.0,71.0,12.0,19.4,34.0,,,42.0,,61.0,,40.0,51.3,18.0,21.8,916.0,591.0,1.5,HIGH,PRODUCTIVE,NO_CHANGE,58.0,MODERATE,467.0,1688.0,3649.0,8096.0,18424.0
2024-11-04,382.0,52.0,270.0,60.0,8.0,75.0,85.0,83.0,12.0,14.1,38.0,,,43.0,,61.0,,,51.3,18.0,21.8,767.0,584.0,1.3,OPTIMAL,PRODUCTIVE,NO_CHANGE,17.0,POOR,3079.0,1688.0,3647.0,8096.0,18420.0
2024-11-05,,,,,,,,,,,,,,45.0,,61.0,,,51.3,18.0,21.8,618.0,576.0,1.0,OPTIMAL,PRODUCTIVE,NO_CHANGE,56.0,MODERATE,1764.0,1688.0,3648.0,8096.0,18424.0
2024-11-06,393.0,81.0,237.0,75.0,5.0,76.0,85.0,67.0,12.0,21.6,27.0,,,45.0,,,,,,,,488.0,565.0,0.8,OPTIMAL,MAINTAINING,NO_CHANGE,76.0,HIGH,269.0,1688.0,3647.0,8096.0,18420.0
2024-11-07,419.0,72.0,289.0,58.0,2.0,80.0,84.0,82.0,12.0,14.6,44.0,,,44.0,,61.0,,41.0,51.3,18.0,21.8,754.0,614.0,1.2,OPTIMAL,MAINTAINING,NO_CHANGE,78.0,HIGH,1.0,1680.0,3628.0,8096.0,18337.0
2024-11-08,370.0,102.0,221.0,47.0,19.0,71.0,77.0,64.0,13.0,22.9,31.0,,,42.0,,61.0,,41.0,51.3,18.0,21.8,760.0,625.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,28.0,LOW,2642.0,1682.0,3630.0,8096.0,18319.0
2024-11-09,404.0,77.0,272.0,55.0,0.0,76.0,82.0,69.0,12.0,20.4,33.0,,,42.0,,61.0,,41.0,51.3,18.0,21.8,1093.0,694.0,1.5,HIGH,PRODUCTIVE,INCREASING,39.0,LOW,1456.0,1685.0,3632.0,8096.0,18282.0
2024-11-10,451.0,52.0,271.0,128.0,20.0,79.0,77.0,67.0,11.0,21.7,53.0,,,41.0,,61.0,,,51.3,18.0,21.8,918.0,682.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,16.0,POOR,3006.0,1684.0,3632.0,8096.0,18281.0
2024-11-11,399.0,54.0,287.0,58.0,0.0,74.0,78.0,67.0,12.0,21.4,34.0,,,41.0,,,,,,,,788.0,668.0,1.1,OPTIMAL,PRODUCTIVE,INCREASING,41.0,LOW,1683.0,1673.0,3617.0,8097.0,18271.0
2024-11-12,360.0,40.0,259.0,61.0,1.0,71.0,79.0,71.0,13.0,19.3,34.0,,,41.0,,61.0,,41.0,51.3,18.0,21.8,1028.0,723.0,1.4,OPTIMAL,PRODUCTIVE,INCREASING,62.0,MODERATE,289.0,1668.0,3602.0,8098.0,18198.0
2024-11-13,396.0,70.0,187.0,139.0,6.0,78.0,85.0,76.0,12.0,16.8,26.0,,,42.0,,61.0,,,51.3,18.0,21.8,853.0,710.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,15.0,POOR,2935.0,1668.0,3602.0,8099.0,18203.0
2024-11-14,381.0,85.0,222.0,74.0,15.0,74.0,81.0,70.0,12.0,20.0,36.0,,,42.0,,61.0,,41.0,51.3,18.0,21.8,881.0,721.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,51.0,MODERATE,1550.0,1673.0,3611.0,8101.0,18234.0
2024-11-15,427.0,42.0,293.0,92.0,15.0,79.0,79.0,78.0,12.0,16.0,45.0,,,45.0,,61.0,,,51.3,18.0,21.8,728.0,704.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,60.0,MODERATE,458.0,1673.0,3611.0,8102.0,18239.0
2024-11-16,433.0,57.0,287.0,89.0,10.0,78.0,79.0,67.0,12.0,21.5,37.0,,,46.0,,61.0,,41.0,52.2,18.0,20.7,1006.0,764.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,79.0,HIGH,1.0,1674.0,3613.0,8103.0,18216.0
2024-11-17,314.0,62.0,212.0,40.0,3.0,67.0,87.0,89.0,13.0,12.7,38.0,,,47.0,,61.0,,41.0,53.0,18.0,20.7,1170.0,819.0,1.4,OPTIMAL,PRODUCTIVE,INCREASING,47.0,LOW,1492.0,1670.0,3601.0,8101.0,18098.0
2024-11-18,362.0,17.0,283.0,62.0,2.0,72.0,77.0,76.0,12.0,17.2,31.0,,,47.0,,,,,,,,974.0,808.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,10.0,POOR,2856.0,1670.0,3601.0,8102.0,18103.0
2024-11-19,400.0,65.0,267.0,68.0,4.0,77.0,83.0,78.0,12.0,16.2,40.0,,,48.0,,61.0,,41.0,52.2,18.0,20.7,1035.0,838.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,53.0,MODERATE,1497.0,1670.0,3599.0,8103.0,18092.0
2024-11-20,378.0,71.0,247.0,60.0,4.0,75.0,83.0,73.0,12.0,18.8,37.0,,,48.0,,61.0,,,52.2,18.0,20.7,875.0,818.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,58.0,MODERATE,1319.0,1670.0,3599.0,8103.0,18097.0
2024-11-21,425.0,39.0,305.0,81.0,17.0,75.0,75.0,68.0,12.0,20.9,39.0,,,47.0,,,,,,,,715.0,799.0,0.8,OPTIMAL,PRODUCTIVE,INCREASING,70.0,MODERATE,98.0,1671.0,3600.0,8104.0,18103.0
2024-11-22,380.0,41.0,279.0,60.0,2.0,73.0,80.0,74.0,13.0,18.2,34.0,,,47.0,,60.0,,41.0,52.3,18.0,20.7,745.0,813.0,0.9,OPTIMAL,PRODUCTIVE,INCREASING,72.0,MODERATE,1.0,1668.0,3592.0,8104.0,18064.0
2024-11-23,534.0,60.0,369.0,105.0,14.0,83.0,78.0,73.0,12.0,18.7,51.0,,,48.0,,60.0,,,52.3,18.0,20.7,606.0,788.0,0.7,LOW,PRODUCTIVE,INCREASING,78.0,HIGH,92.0,1668.0,3592.0,8104.0,18068.0
2024-11-24,558.0,73.0,387.0,98.0,15.0,86.0,81.0,85.0,12.0,13.6,62.0,,,48.0,,,,,,,,467.0,763.0,0.6,LOW,PEAKING,INCREASING,88.0,HIGH,1.0,1668.0,3592.0,8105.0,18071.0
2024-11-25,284.0,45.0,230.0,9.0,28.0,48.0,59.0,49.0,12.0,29.5,30.0,,,46.0,,,,,,,,345.0,741.0,0.4,LOW,PEAKING,INCREASING,48.0,LOW,174.0,1669.0,3593.0,8106.0,18074.0
2024-11-26,520.0,68.0,334.0,118.0,14.0,82.0,78.0,66.0,12.0,22.2,48.0,,,45.0,,,,,,,,222.0,720.0,0.3,LOW,PEAKING,INCREASING,76.0,HIGH,1.0,1669.0,3593.0,8106.0,18077.0
2024-11-27,382.0,88.0,195.0,99.0,2.0,79.0,92.0,80.0,12.0,14.9,37.0,,,45.0,,59.0,,,52.5,18.0,20.7,143.0,690.0,0.2,LOW,RECOVERY,NO_CHANGE,79.0,HIGH,1.0,1671.0,3595.0,8107.0,18088.0
2024-11-28,297.0,68.0,221.0,8.0,2.0,53.0,72.0,65.0,13.0,22.5,37.0,,,45.0,,,,,,,,100.0,654.0,0.1,LOW,RECOVERY,NO_CHANGE,66.0,MODERATE,102.0,1673.0,3600.0,8109.0,18103.0
2024-11-29,426.0,39.0,286.0,101.0,8.0,62.0,71.0,34.0,13.0,35.7,35.0,,,41.0,,59.0,,42.0,52.5,18.0,20.7,229.0,649.0,0.3,LOW,PEAKING,INCREASING,55.0,MODERATE,1.0,1662.0,3573.0,8103.0,17984.0
2024-11-30,517.0,88.0,319.0,110.0,21.0,76.0,73.0,53.0,12.0,27.9,48.0,,,38.0,,59.0,,,52.5,18.0,20.7,193.0,610.0,0.3,LOW,PEAKING,INCREASING,50.0,MODERATE,427.0,1663.0,3577.0,8104.0,17997.0
2024-12-01,292.0,59.0,218.0,15.0,0.0,55.0,75.0,68.0,12.0,21.1,32.0,,,37.0,,59.0,,42.0,52.5,18.0,20.7,435.0,623.0,0.6,LOW,PEAKING,INCREASING,51.0,MODERATE,73.0,1661.0,3569.0,8102.0,17963.0
2024-12-02,485.0,61.0,360.0,64.0,3.0,81.0,78.0,70.0,12.0,20.2,50.0,,,38.0,,59.0,,,52.5,18.0,20.7,371.0,591.0,0.6,LOW,PEAKING,INCREASING,30.0,LOW,1638.0,1663.0,3572.0,8104.0,17995.0
2024-12-03,,,,,,,,,,,,,,38.0,,59.0,,,52.5,18.0,20.7,326.0,556.0,0.5,LOW,PEAKING,INCREASING,65.0,MODERATE,320.0,1664.0,3574.0,8106.0,18027.0
2024-12-04,229.0,74.0,134.0,21.0,1.0,47.0,78.0,60.0,13.0,25.0,18.0,,,37.0,,59.0,,,52.5,18.0,20.7,281.0,523.0,0.5,LOW,PEAKING,INCREASING,37.0,LOW,188.0,1665.0,3576.0,8108.0,18057.0
2024-12-05,379.0,40.0,317.0,22.0,9.0,47.0,53.0,13.0,13.0,44.6,30.0,,,33.0,,59.0,,,52.5,18.0,20.7,236.0,490.0,0.4,LOW,RECOVERY,INCREASING,17.0,POOR,188.0,1666.0,3578.0,8110.0,18076.0
2024-12-06,448.0,58.0,313.0,77.0,3.0,83.0,84.0,80.0,11.0,15.1,34.0,,,35.0,,,,,,,,191.0,460.0,0.4,LOW,STRAINED,NO_CHANGE,58.0,MODERATE,1.0,1667.0,3581.0,8111.0,18085.0
2024-12-07,450.0,33.0,321.0,96.0,15.0,77.0,75.0,64.0,12.0,23.2,35.0,,,36.0,,59.0,,,52.5,18.0,20.7,146.0,431.0,0.3,LOW,RECOVERY,NO_CHANGE,75.0,HIGH,1.0,1674.0,3595.0,8115.0,18129.0
2024-12-08,,,,,,,,,,,,,,35.0,,59.0,,42.0,52.5,18.0,20.7,800.0,528.0,1.5,HIGH,PRODUCTIVE,INCREASING,1.0,POOR,5760.0,1644.0,3533.0,8081.0,17883.0
2024-12-09,391.0,103.0,223.0,65.0,25.0,71.0,74.0,61.0,12.0,24.4,34.0,,,32.0,,60.0,,,52.3,18.0,20.7,685.0,508.0,1.3,OPTIMAL,PRODUCTIVE,INCREASING,1.0,POOR,4366.0,1647.0,3538.0,8090.0,17901.0
2024-12-10,192.0,49.0,130.0,13.0,4.0,40.0,76.0,61.0,13.0,24.5,13.0,,,31.0,,60.0,,,52.3,18.0,20.7,587.0,486.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,1.0,POOR,3835.0,1648.0,3541.0,8095.0,17909.0
2024-12-11,233.0,73.0,151.0,9.0,0.0,43.0,71.0,53.0,12.0,28.0,15.0,,,29.0,,,,,,,,489.0,463.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,1.0,POOR,3475.0,1649.0,3542.0,8096.0,17915.0
2024-12-12,484.0,51.0,371.0,62.0,8.0,83.0,80.0,77.0,12.0,16.7,39.0,,,33.0,,60.0,,,52.3,18.0,20.7,426.0,436.0,0.9,OPTIMAL,PRODUCTIVE,INCREASING,27.0,LOW,1909.0,1650.0,3543.0,8097.0,17918.0
2024-12-13,,,,,,,,,,,,,,32.0,,60.0,,,52.3,18.0,20.7,355.0,413.0,0.8,OPTIMAL,STRAINED,NO_CHANGE,50.0,MODERATE,615.0,1651.0,3544.0,8098.0,17924.0
2024-12-14,550.0,96.0,315.0,139.0,2.0,83.0,85.0,60.0,12.0,24.8,31.0,,,32.0,,61.0,,,52.2,18.0,20.7,285.0,390.0,0.7,LOW,STRAINED,NO_CHANGE,66.0,MODERATE,1.0,1652.0,3546.0,8098.0,17929.0
2024-12-15,346.0,49.0,270.0,27.0,10.0,59.0,65.0,46.0,13.0,31.0,24.0,,,32.0,,61.0,,43.0,52.2,18.0,20.7,834.0,484.0,1.7,HIGH,PRODUCTIVE,INCREASING,1.0,POOR,5365.0,1637.0,3511.0,7992.0,17559.0
2024-12-16,436.0,100.0,288.0,48.0,1.0,64.0,71.0,37.0,12.0,34.5,35.0,,,31.0,,,,,,,,702.0,472.0,1.4,OPTIMAL,PRODUCTIVE,INCREASING,1.0,POOR,4039.0,1639.0,3515.0,7999.0,17566.0
2024-12-17,472.0,53.0,368.0,51.0,7.0,78.0,75.0,66.0,13.0,22.0,46.0,,,32.0,,62.0,,,52.0,18.0,20.7,569.0,459.0,1.2,OPTIMAL,PRODUCTIVE,INCREASING,2.0,POOR,2627.0,1642.0,3519.0,8007.0,17574.0
2024-12-18,428.0,61.0,317.0,50.0,0.0,73.0,74.0,60.0,13.0,24.9,44.0,,,34.0,,62.0,,,52.0,18.0,20.7,447.0,452.0,0.9,OPTIMAL,PRODUCTIVE,INCREASING,50.0,MODERATE,553.0,1643.0,3519.0,8008.0,17574.0
2024-12-19,448.0,77.0,291.0,80.0,1.0,76.0,77.0,56.0,13.0,26.7,48.0,,,31.0,,62.0,,,52.0,18.0,20.7,383.0,431.0,0.8,OPTIMAL,PRODUCTIVE,INCREASING,57.0,MODERATE,1.0,1645.0,3523.0,8015.0,17582.0
2024-12-20,,,,,,,,,,,,,,,,,,,,,,320.0,411.0,0.7,LOW,STRAINED,NO_CHANGE,,,,1648.0,3528.0,8024.0,17591.0
2024-12-21,,,,,,,,,,,,,,31.0,,63.0,,,51.0,18.1,20.7,256.0,392.0,0.6,LOW,STRAINED,NO_CHANGE,67.0,MODERATE,1.0,1650.0,3532.0,8033.0,17600.0
2024-12-22,159.0,34.0,125.0,0.0,1.0,28.0,63.0,31.0,13.0,37.0,17.0,,,30.0,,63.0,,43.0,51.0,18.1,20.7,424.0,418.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,1.0,POOR,3213.0,1626.0,3483.0,7918.0,17376.0
2024-12-23,360.0,85.0,221.0,54.0,0.0,70.0,81.0,62.0,12.0,23.9,26.0,,,31.0,,,,,,,,338.0,409.0,0.8,OPTIMAL,PRODUCTIVE,INCREASING,10.0,POOR,1924.0,1628.0,3487.0,7924.0,17383.0
2024-12-24,429.0,52.0,319.0,58.0,1.0,75.0,76.0,66.0,12.0,21.8,50.0,,,31.0,,,,,,,,252.0,399.0,0.6,LOW,PRODUCTIVE,INCREASING,36.0,LOW,516.0,1630.0,3491.0,7934.0,17393.0
2024-12-25,479.0,57.0,346.0,76.0,5.0,87.0,84.0,89.0,12.0,12.8,54.0,,,33.0,,64.0,,,50.8,18.3,20.7,166.0,392.0,0.4,LOW,PEAKING,INCREASING,71.0,MODERATE,1.0,1633.0,3495.0,7942.0,17402.0
2024-12-26,449.0,61.0,338.0,50.0,15.0,73.0,72.0,59.0,13.0,25.5,32.0,,,31.0,,65.0,,,50.7,18.5,20.7,141.0,373.0,0.3,LOW,PEAKING,INCREASING,74.0,MODERATE,1.0,1635.0,3500.0,7951.0,17411.0
2024-12-27,451.0,61.0,291.0,99.0,7.0,81.0,81.0,66.0,12.0,22.1,40.0,,,31.0,,65.0,,,50.6,19.7,20.7,117.0,355.0,0.3,LOW,STRAINED,NO_CHANGE,81.0,HIGH,1.0,1637.0,3503.0,7959.0,17420.0
2024-12-28,405.0,69.0,265.0,71.0,12.0,75.0,78.0,67.0,12.0,21.4,36.0,,,32.0,,65.0,,,50.6,19.7,20.7,93.0,339.0,0.2,LOW,STRAINED,NO_CHANGE,71.0,MODERATE,1.0,1639.0,3508.0,7970.0,17432.0
2024-12-29,433.0,60.0,301.0,72.0,6.0,77.0,79.0,68.0,12.0,20.8,37.0,,,34.0,,65.0,,43.0,50.6,19.7,20.7,182.0,342.0,0.5,LOW,PEAKING,INCREASING,59.0,MODERATE,1618.0,1643.0,3520.0,8002.0,17472.0
2024-12-30,454.0,65.0,328.0,61.0,14.0,74.0,71.0,58.0,12.0,25.7,44.0,,,36.0,,66.0,,,50.5,19.9,20.7,148.0,327.0,0.4,LOW,PEAKING,INCREASING,67.0,MODERATE,480.0,1650.0,3534.0,8034.0,17507.0
2024-12-31,,,,,,,,,,,,,,35.0,,66.0,,,50.5,19.9,20.7,113.0,311.0,0.3,LOW,PEAKING,INCREASING,88.0,HIGH,1.0,1658.0,3551.0,8069.0,17551.0
2025-01-01,436.0,76.0,297.0,63.0,16.0,78.0,77.0,74.0,11.0,17.9,57.0,,,35.0,,66.0,,43.0,50.5,19.9,20.7,257.0,327.0,0.7,LOW,PEAKING,INCREASING,42.0,LOW,1790.0,1649.0,3526.0,8012.0,17478.0
2025-01-02,447.0,50.0,326.0,71.0,23.0,65.0,64.0,40.0,11.0,33.3,44.0,,,35.0,,66.0,,,50.5,19.9,20.7,228.0,309.0,0.7,LOW,PEAKING,INCREASING,50.0,MODERATE,714.0,1656.0,3542.0,8047.0,17518.0
2025-01-03,422.0,35.0,326.0,61.0,2.0,77.0,79.0,77.0,12.0,16.7,40.0,,,36.0,,66.0,,43.0,50.5,19.9,20.7,328.0,313.0,1.0,OPTIMAL,PRODUCTIVE,INCREASING,50.0,MODERATE,1071.0,1644.0,3515.0,7979.0,17432.0
2025-01-04,544.0,49.0,417.0,78.0,13.0,75.0,70.0,58.0,12.0,26.0,51.0,,,35.0,,66.0,,43.0,50.5,19.9,20.7,377.0,314.0,1.1,OPTIMAL,PRODUCTIVE,INCREASING,50.0,MODERATE,855.0,1647.0,3524.0,8004.0,17461.0
2025-01-05,308.0,51.0,243.0,14.0,6.0,55.0,69.0,61.0,12.0,24.7,34.0,,,33.0,,66.0,,43.0,50.5,19.9,20.7,647.0,357.0,1.8,HIGH,PRODUCTIVE,NO_CHANGE,1.0,POOR,2529.0,1640.0,3508.0,7964.0,17413.0
